spread,target_median,number_KNN,ABS Metrics ,fsignal
87,87,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
145,145,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
145,145,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
145,145,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
178,178,1,0,1
,,,,
145,145,1,0,1
,,,,
509,509,1,0,1
,,,,
598,598,1,0,1
,,,,
598,598,1,0,1
,,,,
598,598,1,0,1
,,,,
598,598,1,0,1
,,,,
598,598,1,0,1
,,,,
598,598,1,0,1
,,,,
709,709,1,0,1
,,,,
2129,2182,25,-0.02,1
,,,,
437,411,46,0.06,1
,,,,
351,351,43,0,1
,,,,
437,411,46,0.06,1
,,,,
351,351,43,0,1
,,,,
351,389,3,-0.1,1
,,,,
392,350,2,0.12,1
,,,,
351,389,3,-0.1,1
,,,,
392,350,2,0.12,1
,,,,
299,338,39,-0.12,1
,,,,
753,870,19,-0.13,1
,,,,
856,811,10,0.06,1
,,,,
775,766,9,0.01,1
,,,,
856,811,10,0.06,1
,,,,
775,766,9,0.01,1
,,,,
1149,1102,15,0.04,1
,,,,
2335,2048,27,0.14,1
,,,,
509,479,27,0.06,1
,,,,
513,477,39,0.08,1
,,,,
509,479,27,0.06,1
,,,,
513,477,39,0.08,1
,,,,
300,343,39,-0.13,1
,,,,
459,485,33,-0.05,1
,,,,
808,812,27,0,1
,,,,
681,791,23,-0.14,1
,,,,
808,812,27,0,1
,,,,
681,791,23,-0.14,1
,,,,
276,264,5,0.05,1
,,,,
208,236,5,-0.12,1
,,,,
276,264,5,0.05,1
,,,,
208,236,5,-0.12,1
,,,,
327,315,2,0.04,1
,,,,
405,363,43,0.12,1
,,,,
380,310,38,0.23,1
,,,,
379,310,38,0.22,1
,,,,
405,363,43,0.12,1
,,,,
380,310,38,0.23,1
,,,,
379,310,38,0.22,1
,,,,
405,363,43,0.12,1
,,,,
380,310,38,0.23,1
,,,,
379,310,38,0.22,1
,,,,
1790,1790,15,0,1
,,,,
177,171,28,0.04,1
,,,,
137,148,20,-0.07,1
,,,,
262,262,3,0,1
,,,,
253,256,4,-0.01,1
,,,,
246,243,4,0.01,1
,,,,
488,241,4,1.02,1
,,,,
262,262,3,0,1
,,,,
253,256,4,-0.01,1
,,,,
246,243,4,0.01,1
,,,,
488,241,4,1.02,1
,,,,
262,262,3,0,1
,,,,
253,256,4,-0.01,1
,,,,
246,243,4,0.01,1
,,,,
488,241,4,1.02,1
,,,,
262,262,3,0,1
,,,,
253,256,4,-0.01,1
,,,,
246,243,4,0.01,1
,,,,
488,241,4,1.02,1
,,,,
281,274,10,0.03,1
,,,,
160,158,18,0.01,1
,,,,
188,156,19,0.21,1
,,,,
160,158,18,0.01,1
,,,,
188,156,19,0.21,1
,,,,
178,180,21,-0.01,1
,,,,
374,290,28,0.29,1
,,,,
419,412,7,0.02,1
,,,,
238,238,1,0,1
,,,,
288,288,1,0,1
